typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20140101","2014","52","2014","410","KOR","Rep. of Korea","M","Import","60","BMU","Bermuda","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","12243",,"12243","4","false","true",
"C","A","20140101","2014","52","2014","410","KOR","Rep. of Korea","M","Import","64","BTN","Bhutan","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","20880",,"20880","4","false","true",
"C","A","20140101","2014","52","2014","410","KOR","Rep. of Korea","M","Import","68","BOL","Bolivia (Plurinational State of)","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","299117477",,"299117477","4","false","true",
"C","A","20140101","2014","52","2014","410","KOR","Rep. of Korea","M","Import","70","BIH","Bosnia Herzegovina","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","11553094",,"11553094","4","false","true",
"C","A","20140101","2014","52","2014","410","KOR","Rep. of Korea","M","Import","72","BWA","Botswana","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","21211623",,"21211623","4","false","true",
"C","A","20140101","2014","52","2014","410","KOR","Rep. of Korea","M","Import","76","BRA","Brazil","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","4906053433",,"4906053433","4","false","true",
"C","A","20140101","2014","52","2014","410","KOR","Rep. of Korea","M","Import","84","BLZ","Belize","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","1329046",,"1329046","4","false","true",
"C","A","20140101","2014","52","2014","410","KOR","Rep. of Korea","M","Import","86","IOT","Br. Indian Ocean Terr.","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","689",,"689","0","false","true",
"C","A","20140101","2014","52","2014","410","KOR","Rep. of Korea","M","Import","90","SLB","Solomon Isds","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","12286058",,"12286058","4","false","true",
"C","A","20140101","2014","52","2014","410","KOR","Rep. of Korea","M","Import","92","VGB","Br. Virgin Isds","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","1283507",,"1283507","4","false","true",
